airline,source_city,stops,destination_city,days_left,price_eur,departure_hour,class_Economy,duration_mins
Indigo,Mumbai,1,Kolkata,27.0,75.15,6,1,349
GO_FIRST,Kolkata,1,Chennai,35.0,71.57,18,1,525
Air_India,Delhi,0,Mumbai,22.0,24.5,9,1,130
Indigo,Bangalore,0,Delhi,18.0,44.53,9,1,175
Vistara,Chennai,1,Delhi,42.0,51.52,9,1,430
Vistara,Chennai,1,Hyderabad,23.0,406.37,22,0,1465
Vistara,Chennai,1,Hyderabad,25.0,509.22,6,0,960
Vistara,Hyderabad,1,Kolkata,17.0,483.43,9,0,499
Air_India,Mumbai,1,Hyderabad,3.0,502.82,6,0,679
AirAsia,Hyderabad,0,Bangalore,7.0,44.08,14,1,70
AirAsia,Kolkata,2,Hyderabad,23.0,45.41,18,1,780
Indigo,Kolkata,1,Hyderabad,5.0,117.21,9,1,430
Indigo,Delhi,0,Mumbai,17.0,23.85,9,1,139
Air_India,Kolkata,1,Bangalore,1.0,179.58,18,1,940
Air_India,Mumbai,1,Hyderabad,22.0,45.45,18,1,1075
Vistara,Delhi,1,Hyderabad,17.0,511.59,22,0,865
GO_FIRST,Mumbai,0,Delhi,14.0,58.8,22,1,135
Air_India,Kolkata,1,Delhi,31.0,53.48,18,1,1410
GO_FIRST,Delhi,1,Chennai,22.0,48.45,9,1,709
GO_FIRST,Bangalore,1,Delhi,40.0,39.86,18,1,349
Vistara,Hyderabad,1,Mumbai,26.0,35.34,6,1,1474
SpiceJet,Chennai,0,Delhi,41.0,25.41,22,1,165
Vistara,Bangalore,1,Kolkata,24.0,78.49,9,1,514
GO_FIRST,Bangalore,1,Kolkata,29.0,61.22,9,1,559
Air_India,Delhi,1,Mumbai,28.0,368.69,14,0,274
Air_India,Mumbai,2,Bangalore,16.0,101.16,18,1,1300
Vistara,Hyderabad,1,Mumbai,34.0,78.08,6,1,529
Indigo,Hyderabad,0,Mumbai,28.0,30.64,9,1,90
Air_India,Hyderabad,1,Delhi,36.0,41.29,6,1,1020
Air_India,Delhi,0,Hyderabad,4.0,236.95,18,0,124
Air_India,Mumbai,1,Chennai,39.0,53.24,14,1,960
Vistara,Delhi,1,Bangalore,18.0,48.45,18,1,364
Air_India,Mumbai,1,Delhi,31.0,37.79,22,1,1335
SpiceJet,Mumbai,1,Kolkata,40.0,48.88,18,1,1540
Air_India,Delhi,1,Chennai,9.0,447.86,9,0,1339
AirAsia,Delhi,1,Mumbai,33.0,51.76,18,1,510
Indigo,Delhi,1,Chennai,23.0,36.46,9,1,480
Vistara,Delhi,1,Bangalore,48.0,44.49,9,1,535
Vistara,Delhi,1,Mumbai,33.0,526.11,9,0,700
Vistara,Chennai,1,Hyderabad,3.0,468.32,9,0,670
Vistara,Chennai,1,Hyderabad,21.0,509.22,6,0,604
Air_India,Kolkata,1,Chennai,17.0,68.27,14,1,1650
Vistara,Delhi,1,Mumbai,25.0,62.31,9,1,670
Vistara,Hyderabad,1,Delhi,45.0,57.62,18,1,970
GO_FIRST,Mumbai,1,Bangalore,23.0,50.49,22,1,745
Air_India,Kolkata,1,Bangalore,5.0,150.46,14,1,1045
Indigo,Bangalore,0,Delhi,30.0,44.53,22,1,175
Vistara,Bangalore,1,Hyderabad,12.0,559.99,22,0,1365
Indigo,Mumbai,0,Chennai,17.0,29.69,6,1,120
Vistara,Mumbai,1,Kolkata,29.0,713.75,14,0,1135
Air_India,Bangalore,1,Mumbai,17.0,288.67,6,0,1045
Vistara,Hyderabad,0,Delhi,15.0,64.85,6,1,130
Vistara,Kolkata,1,Mumbai,22.0,60.04,18,1,1009
Vistara,Kolkata,1,Delhi,19.0,66.53,9,1,690
Vistara,Delhi,0,Mumbai,21.0,285.72,9,0,139
Vistara,Chennai,1,Mumbai,37.0,137.92,22,1,1470
Vistara,Bangalore,1,Delhi,37.0,542.71,22,0,1155
AirAsia,Mumbai,1,Delhi,39.0,23.12,14,1,855
Air_India,Mumbai,1,Chennai,9.0,202.2,6,1,660
Air_India,Delhi,1,Mumbai,41.0,467.26,22,0,619
Vistara,Kolkata,1,Mumbai,10.0,619.4,22,0,1114
Vistara,Kolkata,1,Mumbai,8.0,115.54,9,1,375
Air_India,Bangalore,1,Hyderabad,29.0,99.85,14,1,1695
Indigo,Kolkata,1,Bangalore,26.0,42.39,6,1,390
Vistara,Mumbai,0,Delhi,34.0,363.18,6,0,130
Vistara,Chennai,1,Mumbai,9.0,198.69,22,1,1470
Air_India,Hyderabad,1,Mumbai,22.0,51.24,14,1,655
Vistara,Hyderabad,0,Delhi,3.0,105.37,14,1,135
Vistara,Bangalore,1,Mumbai,37.0,115.67,14,1,1560
Vistara,Chennai,1,Mumbai,35.0,612.3,9,0,784
Vistara,Bangalore,1,Hyderabad,20.0,559.99,18,0,1330
GO_FIRST,Mumbai,1,Bangalore,33.0,75.38,6,1,730
Vistara,Mumbai,1,Kolkata,3.0,158.56,22,1,700
Vistara,Chennai,1,Bangalore,9.0,436.85,9,0,480
Vistara,Hyderabad,1,Mumbai,19.0,46.12,14,1,514
Vistara,Kolkata,1,Bangalore,15.0,517.43,18,0,1030
Air_India,Delhi,1,Hyderabad,31.0,389.12,9,0,754
Indigo,Mumbai,1,Kolkata,45.0,62.06,14,1,415
Vistara,Bangalore,1,Mumbai,6.0,81.38,6,1,394
Air_India,Mumbai,1,Hyderabad,34.0,36.89,9,1,1495
Air_India,Chennai,1,Kolkata,1.0,255.64,18,1,1570
Vistara,Hyderabad,1,Delhi,47.0,55.97,22,1,660
Air_India,Hyderabad,1,Chennai,40.0,404.18,22,0,760
Vistara,Kolkata,1,Chennai,28.0,549.25,22,0,915
Air_India,Hyderabad,1,Mumbai,19.0,38.04,22,1,1459
Indigo,Delhi,1,Chennai,4.0,78.67,14,1,385
Indigo,Mumbai,1,Kolkata,17.0,68.4,1,1,499
SpiceJet,Mumbai,1,Delhi,12.0,61.93,14,1,285
Air_India,Hyderabad,1,Delhi,10.0,374.52,9,0,915
Vistara,Kolkata,1,Hyderabad,16.0,55.73,22,1,795
Vistara,Kolkata,1,Bangalore,34.0,61.31,18,1,915
Vistara,Delhi,1,Kolkata,3.0,204.4,14,1,1159
Indigo,Bangalore,1,Delhi,26.0,47.56,14,1,304
Vistara,Kolkata,1,Delhi,38.0,675.93,18,0,1045
GO_FIRST,Hyderabad,1,Mumbai,49.0,41.22,22,1,709
Indigo,Kolkata,0,Delhi,25.0,39.57,1,1,150
Air_India,Delhi,0,Kolkata,7.0,58.93,6,1,130
AirAsia,Bangalore,1,Kolkata,27.0,33.58,6,1,409
Air_India,Hyderabad,1,Mumbai,10.0,81.5,9,1,595
Air_India,Hyderabad,1,Kolkata,28.0,55.7,9,1,1465
Vistara,Delhi,1,Chennai,14.0,651.47,18,0,960
Vistara,Hyderabad,1,Kolkata,29.0,89.85,22,1,1155
Vistara,Mumbai,1,Hyderabad,21.0,453.29,6,0,660
Air_India,Bangalore,1,Mumbai,25.0,541.15,22,0,949
Vistara,Delhi,1,Hyderabad,43.0,61.08,18,1,904
Vistara,Hyderabad,1,Delhi,42.0,56.09,9,1,330
Vistara,Mumbai,1,Kolkata,27.0,492.08,14,0,619
Air_India,Delhi,1,Mumbai,25.0,57.91,6,1,670
Vistara,Kolkata,1,Hyderabad,12.0,103.17,22,1,1410
Vistara,Kolkata,1,Chennai,12.0,115.54,22,1,810
Vistara,Kolkata,1,Bangalore,12.0,108.47,22,1,1360
Vistara,Kolkata,1,Mumbai,22.0,641.57,6,0,844
Air_India,Bangalore,1,Hyderabad,23.0,61.36,18,1,1000
AirAsia,Kolkata,1,Mumbai,22.0,33.44,9,1,885
AirAsia,Mumbai,0,Bangalore,23.0,21.02,22,1,115
Vistara,Bangalore,1,Kolkata,46.0,598.79,18,0,1395
Indigo,Bangalore,1,Kolkata,45.0,33.58,18,1,310
Vistara,Delhi,1,Hyderabad,39.0,589.18,18,0,720
Vistara,Delhi,2,Kolkata,9.0,715.87,6,0,745
GO_FIRST,Kolkata,1,Bangalore,22.0,64.21,6,1,925
Vistara,Delhi,0,Hyderabad,23.0,21.28,18,1,135
Indigo,Mumbai,1,Kolkata,29.0,57.82,1,1,385
Vistara,Hyderabad,1,Bangalore,2.0,880.83,18,0,1510
Air_India,Delhi,1,Chennai,34.0,32.72,9,1,1429
Vistara,Hyderabad,1,Delhi,31.0,513.36,22,0,1230
GO_FIRST,Bangalore,1,Mumbai,19.0,51.23,6,1,615
Vistara,Chennai,1,Mumbai,49.0,68.33,6,1,675
Vistara,Chennai,1,Hyderabad,17.0,50.83,6,1,960
Indigo,Bangalore,1,Kolkata,33.0,33.58,14,1,574
Indigo,Chennai,1,Bangalore,19.0,42.13,14,1,405
Air_India,Delhi,0,Kolkata,18.0,276.85,14,0,139
Air_India,Delhi,1,Bangalore,33.0,50.94,18,1,1345
Indigo,Delhi,1,Bangalore,15.0,33.76,9,1,595
Vistara,Delhi,0,Mumbai,23.0,26.72,9,1,135
Indigo,Mumbai,2,Kolkata,9.0,113.37,14,1,595
Vistara,Kolkata,1,Mumbai,30.0,497.48,6,0,940
Air_India,Bangalore,1,Mumbai,21.0,541.15,6,0,400
Vistara,Mumbai,0,Chennai,17.0,38.2,18,1,124
Air_India,Delhi,1,Kolkata,44.0,72.89,22,1,664
Indigo,Mumbai,1,Bangalore,3.0,122.82,9,1,600
Vistara,Mumbai,1,Kolkata,39.0,614.0,14,0,420
AirAsia,Mumbai,1,Bangalore,9.0,221.95,6,1,685
Vistara,Chennai,1,Kolkata,20.0,83.07,6,1,1600
Vistara,Hyderabad,1,Chennai,48.0,663.32,9,0,705
Vistara,Mumbai,1,Delhi,22.0,408.4,18,0,820
Indigo,Delhi,0,Mumbai,1.0,58.93,6,1,130
Vistara,Bangalore,1,Delhi,12.0,106.32,18,1,274
Indigo,Hyderabad,1,Mumbai,23.0,59.24,9,1,645
GO_FIRST,Kolkata,1,Delhi,49.0,63.81,18,1,1005
Indigo,Delhi,0,Chennai,47.0,48.3,14,1,175
Air_India,Bangalore,1,Kolkata,23.0,598.79,18,0,1519
Air_India,Hyderabad,1,Chennai,48.0,510.58,18,0,1225
Air_India,Hyderabad,1,Bangalore,39.0,40.12,22,1,775
Air_India,Bangalore,1,Mumbai,35.0,65.1,22,1,949
SpiceJet,Delhi,1,Mumbai,29.0,34.82,14,1,1545
Vistara,Hyderabad,1,Bangalore,7.0,165.73,9,1,565
AirAsia,Bangalore,1,Mumbai,39.0,21.8,14,1,400
Air_India,Mumbai,0,Delhi,32.0,219.1,6,0,130
Vistara,Chennai,1,Mumbai,42.0,490.38,6,0,574
Vistara,Delhi,0,Bangalore,13.0,73.48,14,1,165
Indigo,Delhi,1,Chennai,42.0,33.54,6,1,295
Vistara,Hyderabad,1,Bangalore,49.0,561.12,9,0,420
Air_India,Chennai,1,Bangalore,45.0,596.33,6,0,1065
Vistara,Chennai,1,Delhi,5.0,227.5,6,1,585
Indigo,Hyderabad,1,Mumbai,23.0,79.92,6,1,525
Indigo,Hyderabad,1,Kolkata,11.0,65.94,14,1,450
Vistara,Mumbai,1,Bangalore,42.0,662.32,14,0,415
Indigo,Kolkata,1,Hyderabad,30.0,78.79,14,1,439
Air_India,Mumbai,1,Kolkata,26.0,45.09,18,1,1450
Air_India,Delhi,1,Chennai,26.0,36.87,22,1,634
Vistara,Mumbai,1,Chennai,12.0,635.06,6,0,915
Indigo,Kolkata,1,Bangalore,34.0,38.2,6,1,460
Air_India,Mumbai,2,Chennai,15.0,94.76,14,1,1015
Vistara,Delhi,1,Hyderabad,43.0,57.01,18,1,1639
Vistara,Mumbai,1,Hyderabad,41.0,39.3,9,1,750
Vistara,Delhi,1,Bangalore,3.0,826.92,14,0,325
Vistara,Delhi,1,Mumbai,31.0,361.97,18,0,1099
Air_India,Delhi,1,Mumbai,47.0,61.17,9,1,1384
Indigo,Bangalore,0,Hyderabad,38.0,16.96,14,1,70
Vistara,Kolkata,1,Bangalore,13.0,603.44,18,0,835
Air_India,Mumbai,1,Delhi,8.0,109.73,22,1,765
Vistara,Bangalore,0,Mumbai,16.0,205.44,22,0,105
Vistara,Mumbai,1,Chennai,39.0,43.03,22,1,1054
AirAsia,Delhi,1,Mumbai,15.0,23.84,22,1,855
Air_India,Mumbai,1,Hyderabad,7.0,452.18,14,0,454
Vistara,Chennai,1,Mumbai,39.0,81.47,9,1,664
Vistara,Delhi,1,Chennai,32.0,518.47,9,0,625
Air_India,Bangalore,1,Mumbai,36.0,65.1,14,1,475
Vistara,Bangalore,1,Kolkata,30.0,64.66,9,1,685
Vistara,Chennai,1,Kolkata,39.0,58.75,6,1,1600
Air_India,Hyderabad,1,Bangalore,21.0,50.73,18,1,1050
GO_FIRST,Kolkata,0,Delhi,40.0,39.57,6,1,150
Vistara,Bangalore,2,Hyderabad,9.0,185.65,9,1,505
Air_India,Mumbai,1,Delhi,30.0,57.79,9,1,660
Air_India,Delhi,1,Hyderabad,8.0,469.15,14,0,544
Air_India,Kolkata,1,Chennai,28.0,554.01,6,0,1555
GO_FIRST,Kolkata,1,Mumbai,36.0,58.27,14,1,619
Indigo,Bangalore,1,Mumbai,24.0,47.1,18,1,424
Indigo,Bangalore,1,Kolkata,13.0,196.71,9,1,610
SpiceJet,Delhi,1,Chennai,37.0,54.92,6,1,1579
GO_FIRST,Bangalore,1,Kolkata,40.0,58.41,18,1,855
Indigo,Chennai,0,Bangalore,37.0,14.28,9,1,64
Indigo,Hyderabad,1,Kolkata,16.0,65.82,22,1,675
Vistara,Delhi,0,Mumbai,15.0,30.68,9,1,139
Air_India,Hyderabad,1,Delhi,3.0,130.84,14,1,1650
Indigo,Bangalore,1,Mumbai,15.0,51.24,6,1,255
Air_India,Delhi,1,Mumbai,48.0,493.77,14,0,495
Vistara,Mumbai,1,Delhi,4.0,142.46,9,1,340
Air_India,Bangalore,1,Chennai,18.0,59.61,14,1,1174
Vistara,Chennai,1,Delhi,46.0,55.48,14,1,565
Vistara,Bangalore,1,Hyderabad,37.0,559.99,9,0,435
AirAsia,Bangalore,0,Hyderabad,33.0,16.96,18,1,79
Air_India,Mumbai,1,Bangalore,39.0,64.34,9,1,850
Air_India,Delhi,1,Hyderabad,1.0,483.77,18,0,870
Air_India,Chennai,0,Delhi,39.0,275.03,18,0,169
GO_FIRST,Bangalore,1,Delhi,31.0,75.34,9,1,525
Air_India,Chennai,1,Hyderabad,13.0,129.53,6,1,1035
Vistara,Chennai,1,Bangalore,37.0,436.85,22,0,855
Vistara,Delhi,1,Chennai,30.0,573.89,14,0,615
Air_India,Bangalore,1,Mumbai,33.0,61.27,18,1,1510
Indigo,Kolkata,1,Hyderabad,13.0,101.11,6,1,529
Vistara,Bangalore,1,Chennai,18.0,438.19,6,0,310
Air_India,Delhi,1,Mumbai,44.0,24.5,18,1,225
Indigo,Bangalore,1,Delhi,27.0,32.54,22,1,315
Indigo,Kolkata,1,Bangalore,24.0,51.12,18,1,310
Air_India,Kolkata,1,Bangalore,16.0,110.72,6,1,555
Vistara,Bangalore,1,Chennai,24.0,597.68,9,0,780
Indigo,Chennai,1,Delhi,27.0,40.78,14,1,559
Vistara,Hyderabad,1,Kolkata,34.0,483.43,9,0,1510
Air_India,Delhi,1,Kolkata,9.0,120.24,9,1,600
Vistara,Delhi,0,Mumbai,11.0,58.93,18,1,130
Vistara,Mumbai,1,Delhi,27.0,60.58,6,1,430
Air_India,Mumbai,1,Bangalore,31.0,540.4,6,0,724
Vistara,Bangalore,1,Delhi,27.0,40.68,9,1,445
Vistara,Mumbai,1,Hyderabad,34.0,32.99,14,1,295
Air_India,Hyderabad,1,Kolkata,38.0,511.69,9,0,1510
Vistara,Mumbai,1,Delhi,38.0,60.58,6,1,340
Vistara,Kolkata,1,Bangalore,20.0,67.7,18,1,915
Indigo,Bangalore,1,Kolkata,41.0,44.3,6,1,430
Air_India,Delhi,1,Chennai,17.0,484.39,6,0,1770
Air_India,Hyderabad,1,Chennai,46.0,41.85,9,1,829
Vistara,Delhi,1,Bangalore,9.0,564.24,18,0,829
Indigo,Kolkata,1,Delhi,1.0,116.69,14,1,370
Indigo,Mumbai,1,Kolkata,31.0,39.39,18,1,379
Air_India,Mumbai,1,Chennai,45.0,490.97,22,0,910
Air_India,Bangalore,1,Kolkata,36.0,512.78,6,0,1015
Vistara,Hyderabad,0,Bangalore,16.0,20.58,18,1,60
Vistara,Hyderabad,1,Kolkata,4.0,99.21,14,1,420
Air_India,Delhi,1,Bangalore,24.0,61.13,6,1,355
Vistara,Chennai,1,Delhi,11.0,529.95,22,0,1080
Indigo,Kolkata,1,Hyderabad,23.0,64.22,6,1,484
Air_India,Delhi,1,Kolkata,25.0,52.21,18,1,900
GO_FIRST,Hyderabad,1,Kolkata,20.0,45.65,6,1,675
Vistara,Mumbai,1,Chennai,10.0,110.13,9,1,1510
Vistara,Bangalore,1,Chennai,36.0,597.68,18,0,904
Indigo,Bangalore,1,Kolkata,6.0,81.9,9,1,469
Indigo,Kolkata,1,Hyderabad,22.0,64.22,6,1,315
Air_India,Bangalore,1,Delhi,43.0,420.79,18,0,1024
Vistara,Mumbai,1,Delhi,35.0,408.4,9,0,1555
Indigo,Kolkata,1,Chennai,48.0,29.84,9,1,495
Indigo,Delhi,1,Mumbai,37.0,24.37,9,1,499
Vistara,Hyderabad,1,Chennai,35.0,62.22,22,1,855
Indigo,Delhi,1,Chennai,26.0,42.71,6,1,379
Indigo,Mumbai,1,Bangalore,37.0,40.31,18,1,334
GO_FIRST,Bangalore,0,Mumbai,33.0,21.78,6,1,94
Indigo,Bangalore,1,Delhi,47.0,40.29,14,1,435
GO_FIRST,Bangalore,1,Mumbai,28.0,63.23,6,1,874
Vistara,Delhi,1,Mumbai,48.0,58.46,9,1,1654
Vistara,Kolkata,1,Hyderabad,4.0,120.83,6,1,1590
GO_FIRST,Mumbai,1,Bangalore,39.0,44.54,9,1,220
Vistara,Hyderabad,1,Kolkata,36.0,94.02,9,1,574
Vistara,Bangalore,1,Delhi,5.0,161.07,9,1,925
Vistara,Hyderabad,1,Kolkata,19.0,483.43,9,0,499
Air_India,Hyderabad,1,Chennai,41.0,41.85,6,1,750
Vistara,Hyderabad,1,Mumbai,28.0,599.25,22,0,874
SpiceJet,Delhi,0,Mumbai,4.0,58.91,6,1,139
Indigo,Chennai,1,Hyderabad,9.0,41.58,18,1,300
Indigo,Mumbai,1,Bangalore,2.0,120.64,9,1,270
Air_India,Kolkata,1,Mumbai,34.0,50.49,22,1,885
Vistara,Kolkata,1,Mumbai,36.0,563.98,6,0,409
Vistara,Hyderabad,1,Delhi,39.0,55.97,22,1,660
AirAsia,Delhi,2,Bangalore,14.0,73.46,18,1,420
Air_India,Delhi,1,Kolkata,41.0,526.56,9,0,880
Air_India,Bangalore,1,Mumbai,49.0,68.21,22,1,1455
Air_India,Delhi,1,Mumbai,30.0,39.81,6,1,585
Vistara,Bangalore,1,Hyderabad,35.0,375.9,22,0,610
Indigo,Kolkata,1,Mumbai,21.0,48.61,22,1,505
Vistara,Mumbai,1,Chennai,5.0,799.09,6,0,765
Air_India,Mumbai,1,Chennai,43.0,490.97,14,0,1015
Indigo,Kolkata,0,Hyderabad,31.0,27.21,6,1,135
Air_India,Bangalore,1,Hyderabad,33.0,61.36,22,1,1414
Air_India,Delhi,1,Kolkata,23.0,57.45,14,1,1099
Vistara,Hyderabad,0,Delhi,35.0,239.82,9,0,139
Vistara,Chennai,1,Mumbai,2.0,848.37,6,0,904
Air_India,Bangalore,1,Mumbai,9.0,91.81,22,1,855
AirAsia,Delhi,1,Hyderabad,14.0,58.91,18,1,825
Air_India,Kolkata,0,Mumbai,48.0,33.46,9,1,180
Indigo,Chennai,1,Kolkata,44.0,23.34,22,1,640
GO_FIRST,Kolkata,0,Hyderabad,18.0,30.96,22,1,130
Indigo,Delhi,0,Kolkata,29.0,39.57,6,1,135
Air_India,Kolkata,1,Delhi,7.0,573.36,22,0,825
GO_FIRST,Delhi,1,Bangalore,20.0,39.78,14,1,435
Vistara,Bangalore,1,Chennai,25.0,438.19,9,0,685
Indigo,Hyderabad,0,Chennai,25.0,17.69,14,1,90
GO_FIRST,Bangalore,1,Hyderabad,33.0,55.8,14,1,400
Vistara,Mumbai,1,Chennai,5.0,820.15,9,0,690
GO_FIRST,Mumbai,1,Bangalore,43.0,62.53,9,1,690
SpiceJet,Delhi,1,Bangalore,18.0,51.14,6,1,835
Vistara,Bangalore,1,Chennai,49.0,47.42,18,1,1530
Vistara,Hyderabad,0,Bangalore,29.0,17.58,6,1,70
Air_India,Kolkata,1,Delhi,36.0,63.09,14,1,1594
Vistara,Bangalore,1,Mumbai,31.0,607.65,18,0,955
GO_FIRST,Bangalore,1,Mumbai,17.0,51.23,6,1,495
Indigo,Chennai,1,Hyderabad,39.0,10.94,18,1,424
Air_India,Mumbai,1,Delhi,17.0,61.95,9,1,660
Air_India,Mumbai,1,Delhi,33.0,584.07,6,0,904
Air_India,Kolkata,1,Mumbai,37.0,41.26,18,1,295
Indigo,Delhi,0,Bangalore,36.0,44.53,6,1,175
GO_FIRST,Kolkata,1,Mumbai,13.0,78.75,18,1,390
Vistara,Hyderabad,2,Bangalore,29.0,67.0,9,1,535
Vistara,Mumbai,0,Kolkata,14.0,311.09,6,0,160
Indigo,Mumbai,1,Delhi,39.0,36.43,14,1,375
Air_India,Bangalore,1,Chennai,19.0,597.68,6,0,1069
Air_India,Delhi,0,Mumbai,36.0,24.5,9,1,130
Vistara,Bangalore,1,Hyderabad,34.0,559.99,22,0,1189
Vistara,Delhi,1,Bangalore,21.0,619.66,18,0,895
Air_India,Delhi,1,Chennai,8.0,114.0,18,1,679
GO_FIRST,Mumbai,0,Delhi,44.0,23.15,22,1,135
Air_India,Mumbai,1,Kolkata,19.0,67.69,14,1,990
GO_FIRST,Delhi,1,Bangalore,22.0,39.78,1,1,340
Vistara,Mumbai,0,Hyderabad,42.0,34.14,18,1,94
GO_FIRST,Mumbai,1,Hyderabad,12.0,42.18,14,1,550
Vistara,Chennai,0,Delhi,20.0,275.03,6,0,169
Air_India,Kolkata,1,Delhi,39.0,48.68,18,1,934
Air_India,Bangalore,1,Kolkata,26.0,598.79,9,0,715
Air_India,Hyderabad,0,Delhi,2.0,304.97,9,0,150
Air_India,Kolkata,2,Hyderabad,41.0,61.48,14,1,1260
GO_FIRST,Delhi,1,Chennai,16.0,73.49,18,1,510
GO_FIRST,Delhi,2,Mumbai,7.0,58.92,14,1,514
Indigo,Bangalore,0,Delhi,23.0,44.53,6,1,169
Vistara,Kolkata,1,Mumbai,47.0,497.48,6,0,559
Vistara,Delhi,1,Kolkata,44.0,670.64,18,0,1390
Indigo,Mumbai,1,Kolkata,25.0,50.04,9,1,274
Vistara,Bangalore,1,Chennai,20.0,438.19,9,0,625
Vistara,Delhi,1,Bangalore,22.0,44.49,9,1,555
Vistara,Kolkata,1,Chennai,20.0,549.25,18,0,915
Vistara,Kolkata,1,Hyderabad,24.0,119.07,18,1,1639
Indigo,Kolkata,1,Delhi,47.0,43.93,18,1,304
Vistara,Kolkata,2,Chennai,25.0,166.6,9,1,1354
Vistara,Bangalore,1,Mumbai,30.0,663.07,6,0,580
Air_India,Kolkata,1,Hyderabad,38.0,46.75,22,1,1624
Vistara,Mumbai,1,Kolkata,13.0,110.13,22,1,1210
Air_India,Chennai,1,Mumbai,27.0,55.59,9,1,679
Air_India,Bangalore,1,Kolkata,15.0,112.49,22,1,720
SpiceJet,Kolkata,1,Bangalore,24.0,52.75,18,1,1630
AirAsia,Bangalore,0,Kolkata,15.0,51.25,6,1,150
Indigo,Kolkata,0,Mumbai,47.0,44.52,9,1,165
GO_FIRST,Delhi,0,Hyderabad,34.0,20.76,14,1,130
Air_India,Delhi,1,Hyderabad,25.0,54.62,6,1,1540
Air_India,Mumbai,1,Hyderabad,6.0,75.05,22,1,1309
Vistara,Mumbai,1,Hyderabad,17.0,88.88,6,1,720
GO_FIRST,Kolkata,1,Mumbai,18.0,54.5,9,1,885
Indigo,Delhi,0,Hyderabad,35.0,33.97,22,1,135
Vistara,Bangalore,1,Delhi,35.0,542.71,6,0,685
Vistara,Mumbai,1,Delhi,31.0,60.58,6,1,874
AirAsia,Kolkata,0,Bangalore,44.0,38.22,14,1,165
Air_India,Kolkata,1,Mumbai,23.0,50.49,22,1,1290
Vistara,Mumbai,1,Kolkata,17.0,58.87,18,1,844
Vistara,Bangalore,1,Hyderabad,40.0,559.99,18,0,1065
Vistara,Mumbai,1,Delhi,9.0,446.75,9,0,550
Air_India,Bangalore,1,Mumbai,24.0,57.11,18,1,1390
Vistara,Kolkata,1,Delhi,19.0,609.43,22,0,720
Indigo,Mumbai,0,Kolkata,7.0,73.36,22,1,145
Air_India,Delhi,1,Mumbai,24.0,406.85,9,0,945
GO_FIRST,Hyderabad,1,Delhi,17.0,60.68,6,1,649
Air_India,Mumbai,1,Chennai,47.0,43.71,18,1,1120
Vistara,Bangalore,1,Mumbai,27.0,840.13,22,0,645
Vistara,Bangalore,1,Hyderabad,19.0,52.67,9,1,685
AirAsia,Hyderabad,0,Bangalore,37.0,17.58,14,1,70
Vistara,Hyderabad,0,Bangalore,41.0,17.58,18,1,60
Vistara,Bangalore,1,Mumbai,32.0,663.07,6,0,949
AirAsia,Hyderabad,0,Bangalore,11.0,44.08,14,1,70
Air_India,Bangalore,1,Mumbai,12.0,91.81,18,1,1729
Air_India,Mumbai,1,Delhi,15.0,391.98,9,0,595
Vistara,Delhi,0,Hyderabad,17.0,238.06,14,0,135
Vistara,Bangalore,1,Chennai,43.0,597.68,9,0,630
Vistara,Delhi,1,Mumbai,29.0,526.11,22,0,694
Vistara,Kolkata,1,Delhi,34.0,63.94,22,1,1219
Vistara,Hyderabad,1,Bangalore,9.0,738.18,18,0,900
Vistara,Bangalore,1,Delhi,23.0,498.37,22,0,655
Air_India,Delhi,1,Chennai,13.0,130.63,6,1,1675
Indigo,Mumbai,1,Hyderabad,29.0,71.79,9,1,255
Vistara,Kolkata,1,Mumbai,29.0,60.04,6,1,559
SpiceJet,Kolkata,1,Mumbai,48.0,59.7,9,1,1350
Indigo,Kolkata,1,Delhi,9.0,83.54,14,1,370
Vistara,Bangalore,1,Mumbai,26.0,831.54,18,0,784
GO_FIRST,Chennai,1,Delhi,39.0,47.77,14,1,664
Air_India,Hyderabad,1,Mumbai,40.0,43.18,6,1,379
Vistara,Bangalore,1,Hyderabad,38.0,68.2,6,1,600
SpiceJet,Hyderabad,1,Kolkata,19.0,52.37,18,1,205
Vistara,Delhi,1,Chennai,37.0,518.47,9,0,495
Indigo,Delhi,0,Hyderabad,14.0,58.93,14,1,139
Air_India,Bangalore,1,Chennai,30.0,57.85,18,1,1699
Vistara,Bangalore,0,Mumbai,38.0,21.28,9,1,115
SpiceJet,Kolkata,0,Chennai,18.0,51.73,22,1,135
Air_India,Bangalore,1,Mumbai,37.0,541.15,22,0,1380
Vistara,Mumbai,1,Bangalore,45.0,63.83,18,1,1354
Vistara,Mumbai,1,Bangalore,28.0,684.49,6,0,910
Indigo,Chennai,0,Mumbai,21.0,29.69,22,1,124
Air_India,Mumbai,1,Chennai,29.0,43.71,14,1,1039
SpiceJet,Bangalore,1,Delhi,28.0,55.95,14,1,1590
SpiceJet,Delhi,0,Mumbai,16.0,25.94,6,1,139
Vistara,Chennai,1,Bangalore,5.0,669.93,9,0,1504
Air_India,Bangalore,1,Delhi,18.0,58.45,14,1,1225
Vistara,Chennai,1,Delhi,14.0,113.29,22,1,1080
GO_FIRST,Delhi,1,Hyderabad,38.0,62.74,6,1,435
Vistara,Chennai,1,Mumbai,24.0,612.3,22,0,649
Air_India,Delhi,0,Mumbai,11.0,219.22,18,0,135
GO_FIRST,Bangalore,0,Hyderabad,21.0,16.96,22,1,75
