airline,source_city,stops,destination_city,days_left,price_eur,departure_hour,class_Economy,duration_mins,days_left_group
Vistara,Chennai,1,Kolkata,43.0,56.01,18,1,985,40+ días
AirAsia,Delhi,1,Mumbai,42.0,23.84,22,1,630,40+ días
Air_India,Delhi,0,Hyderabad,26.0,236.95,18,0,124,21-40 días
Vistara,Mumbai,1,Kolkata,22.0,58.87,9,1,550,21-40 días
Air_India,Bangalore,0,Hyderabad,26.0,19.46,6,1,79,21-40 días
Indigo,Mumbai,1,Delhi,12.0,58.77,1,1,529,11-20 días
Indigo,Kolkata,1,Chennai,33.0,29.84,6,1,495,21-40 días
Indigo,Kolkata,1,Chennai,28.0,42.52,9,1,514,21-40 días
Vistara,Mumbai,2,Chennai,26.0,71.66,6,1,600,21-40 días
Vistara,Delhi,1,Mumbai,29.0,41.27,14,1,1600,21-40 días
Vistara,Mumbai,1,Delhi,29.0,48.79,9,1,850,21-40 días
Vistara,Mumbai,1,Bangalore,38.0,684.49,18,0,979,21-40 días
Indigo,Kolkata,1,Delhi,25.0,64.22,6,1,379,21-40 días
Vistara,Mumbai,0,Chennai,13.0,58.81,6,1,124,11-20 días
Indigo,Bangalore,1,Kolkata,49.0,33.58,9,1,400,40+ días
Vistara,Kolkata,2,Mumbai,49.0,586.38,18,0,1609,40+ días
Vistara,Bangalore,1,Mumbai,11.0,110.88,18,1,784,11-20 días
Vistara,Kolkata,1,Mumbai,38.0,60.04,6,1,469,21-40 días
Air_India,Mumbai,1,Bangalore,20.0,116.9,6,1,1045,11-20 días
Vistara,Mumbai,1,Kolkata,3.0,821.26,18,0,1414,0-3 días
Indigo,Kolkata,0,Hyderabad,6.0,77.72,6,1,135,4-10 días
Indigo,Kolkata,0,Delhi,46.0,39.57,18,1,145,40+ días
Air_India,Delhi,1,Mumbai,23.0,48.3,22,1,1590,21-40 días
GO_FIRST,Hyderabad,1,Kolkata,31.0,56.94,22,1,580,21-40 días
Vistara,Hyderabad,1,Mumbai,47.0,455.17,9,0,765,40+ días
Air_India,Chennai,1,Mumbai,14.0,490.38,22,0,895,11-20 días
Vistara,Mumbai,1,Kolkata,26.0,58.87,22,1,649,21-40 días
Vistara,Hyderabad,2,Kolkata,41.0,76.12,18,1,910,40+ días
Air_India,Chennai,1,Bangalore,11.0,126.8,9,1,1600,11-20 días
Air_India,Delhi,1,Chennai,27.0,447.86,14,0,1225,21-40 días
Vistara,Bangalore,1,Delhi,14.0,106.32,18,1,274,11-20 días
Air_India,Hyderabad,1,Chennai,35.0,41.85,22,1,949,21-40 días
Vistara,Kolkata,1,Mumbai,10.0,129.67,6,1,844,4-10 días
GO_FIRST,Delhi,1,Kolkata,9.0,162.0,14,1,514,4-10 días
Vistara,Kolkata,1,Delhi,37.0,675.93,9,0,690,21-40 días
Air_India,Kolkata,1,Mumbai,26.0,41.26,18,1,295,21-40 días
Indigo,Kolkata,1,Delhi,1.0,109.42,9,1,589,0-3 días
GO_FIRST,Delhi,1,Bangalore,15.0,39.78,14,1,435,11-20 días
GO_FIRST,Mumbai,1,Kolkata,6.0,73.35,6,1,349,4-10 días
AirAsia,Hyderabad,0,Kolkata,48.0,37.84,9,1,124,40+ días
Vistara,Delhi,1,Bangalore,24.0,119.2,9,1,570,21-40 días
Air_India,Bangalore,1,Delhi,12.0,420.79,18,0,904,11-20 días
Vistara,Delhi,1,Kolkata,15.0,78.22,18,1,1015,11-20 días
Air_India,Kolkata,1,Delhi,12.0,573.36,22,0,580,11-20 días
Air_India,Kolkata,1,Chennai,36.0,554.01,14,0,484,21-40 días
Vistara,Bangalore,1,Kolkata,10.0,698.54,18,0,1455,4-10 días
Vistara,Mumbai,1,Bangalore,49.0,540.4,14,0,385,40+ días
GO_FIRST,Delhi,1,Bangalore,49.0,49.56,18,1,450,40+ días
Air_India,Delhi,1,Chennai,21.0,447.86,9,0,1555,21-40 días
Air_India,Hyderabad,1,Kolkata,2.0,97.06,6,1,445,0-3 días
Vistara,Bangalore,1,Chennai,5.0,554.57,9,0,874,4-10 días
Air_India,Delhi,0,Kolkata,33.0,28.73,14,1,139,21-40 días
Indigo,Delhi,1,Mumbai,16.0,73.43,14,1,499,11-20 días
Vistara,Chennai,1,Mumbai,7.0,922.31,22,0,760,4-10 días
Vistara,Hyderabad,1,Delhi,38.0,62.27,9,1,675,21-40 días
Vistara,Kolkata,1,Bangalore,33.0,517.43,9,0,1345,21-40 días
Air_India,Bangalore,1,Mumbai,16.0,60.94,22,1,1474,11-20 días
Air_India,Mumbai,1,Bangalore,17.0,441.07,9,0,705,11-20 días
Vistara,Bangalore,1,Kolkata,46.0,512.78,18,0,880,40+ días
GO_FIRST,Mumbai,1,Delhi,47.0,73.93,22,1,664,40+ días
AirAsia,Delhi,1,Hyderabad,49.0,20.29,9,1,360,40+ días
Vistara,Hyderabad,0,Mumbai,13.0,176.09,14,0,94,11-20 días
Vistara,Chennai,1,Bangalore,20.0,47.06,9,1,570,11-20 días
Vistara,Hyderabad,1,Mumbai,7.0,101.41,14,1,340,4-10 días
Indigo,Mumbai,1,Kolkata,30.0,57.82,14,1,364,21-40 días
Vistara,Chennai,1,Delhi,8.0,528.84,22,0,724,4-10 días
Air_India,Chennai,1,Kolkata,43.0,45.81,14,1,1075,40+ días
AirAsia,Bangalore,0,Kolkata,46.0,33.58,18,1,154,40+ días
Indigo,Bangalore,1,Kolkata,15.0,80.34,14,1,310,11-20 días
Indigo,Mumbai,0,Bangalore,8.0,51.54,9,1,109,4-10 días
Air_India,Hyderabad,1,Delhi,12.0,113.69,6,1,1020,11-20 días
Indigo,Kolkata,1,Bangalore,16.0,48.11,9,1,565,11-20 días
Indigo,Chennai,2,Kolkata,20.0,50.42,1,1,460,11-20 días
Air_India,Chennai,1,Mumbai,24.0,50.39,22,1,1495,21-40 días
Air_India,Mumbai,1,Kolkata,17.0,427.16,9,0,1474,11-20 días
Vistara,Delhi,0,Bangalore,44.0,325.17,18,0,165,40+ días
Vistara,Mumbai,1,Bangalore,29.0,684.49,6,0,775,21-40 días
Vistara,Delhi,1,Chennai,17.0,651.47,18,0,780,11-20 días
Air_India,Delhi,0,Kolkata,42.0,276.85,6,0,130,40+ días
Indigo,Mumbai,1,Bangalore,41.0,21.02,18,1,334,40+ días
Indigo,Bangalore,0,Delhi,42.0,44.53,9,1,165,40+ días
Air_India,Chennai,1,Kolkata,39.0,43.18,22,1,1369,21-40 días
Vistara,Hyderabad,1,Kolkata,22.0,512.8,22,0,780,21-40 días
Vistara,Bangalore,1,Delhi,28.0,564.87,18,0,904,21-40 días
Vistara,Mumbai,1,Kolkata,39.0,508.7,6,0,814,21-40 días
Air_India,Chennai,0,Kolkata,40.0,23.35,9,1,154,21-40 días
Air_India,Chennai,1,Hyderabad,30.0,51.85,9,1,820,21-40 días
Air_India,Kolkata,0,Delhi,22.0,282.13,14,0,150,21-40 días
Air_India,Hyderabad,1,Mumbai,34.0,61.65,6,1,385,21-40 días
Vistara,Bangalore,1,Hyderabad,17.0,559.99,18,0,949,11-20 días
Indigo,Chennai,1,Hyderabad,19.0,41.58,18,1,405,11-20 días
Air_India,Delhi,1,Bangalore,14.0,519.76,6,0,1140,11-20 días
Air_India,Hyderabad,1,Chennai,36.0,58.14,18,1,1120,21-40 días
Indigo,Chennai,1,Mumbai,27.0,42.32,9,1,400,21-40 días
Vistara,Kolkata,1,Chennai,22.0,117.52,18,1,910,21-40 días
Vistara,Hyderabad,1,Kolkata,28.0,483.43,22,0,1155,21-40 días
Vistara,Delhi,1,Bangalore,26.0,42.28,22,1,670,21-40 días
Air_India,Chennai,1,Bangalore,35.0,53.47,6,1,2134,21-40 días
Air_India,Kolkata,1,Bangalore,31.0,517.43,14,0,1330,21-40 días
Air_India,Delhi,1,Mumbai,17.0,493.77,18,0,375,11-20 días
Vistara,Delhi,0,Kolkata,38.0,293.48,18,0,124,21-40 días
Vistara,Kolkata,1,Delhi,28.0,609.43,18,0,900,21-40 días
Indigo,Delhi,1,Hyderabad,16.0,44.82,14,1,525,11-20 días
Air_India,Mumbai,1,Kolkata,3.0,537.41,9,0,739,0-3 días
SpiceJet,Kolkata,1,Chennai,20.0,50.98,6,1,1545,11-20 días
Vistara,Mumbai,1,Kolkata,48.0,569.66,18,0,885,40+ días
Vistara,Mumbai,1,Bangalore,18.0,540.4,6,0,865,11-20 días
Air_India,Chennai,1,Bangalore,17.0,432.74,14,0,1654,11-20 días
Indigo,Bangalore,1,Hyderabad,17.0,38.71,9,1,600,11-20 días
Air_India,Hyderabad,1,Bangalore,18.0,376.47,22,0,1215,11-20 días
Indigo,Kolkata,1,Hyderabad,38.0,73.02,9,1,514,21-40 días
Air_India,Delhi,1,Kolkata,22.0,62.1,18,1,1300,21-40 días
Vistara,Kolkata,1,Bangalore,23.0,747.64,6,0,2104,21-40 días
Vistara,Chennai,1,Delhi,17.0,102.87,6,1,559,11-20 días
Vistara,Delhi,0,Hyderabad,9.0,63.09,14,1,135,4-10 días
Vistara,Bangalore,1,Mumbai,23.0,71.37,9,1,690,21-40 días
Air_India,Mumbai,0,Chennai,38.0,232.4,9,0,115,21-40 días
Air_India,Mumbai,1,Hyderabad,9.0,80.63,22,1,1065,4-10 días
Vistara,Delhi,0,Kolkata,5.0,94.26,6,1,124,4-10 días
Vistara,Hyderabad,1,Delhi,23.0,513.36,22,0,1159,21-40 días
Air_India,Mumbai,1,Chennai,7.0,91.05,6,1,715,4-10 días
Indigo,Mumbai,1,Kolkata,23.0,78.37,14,1,405,21-40 días
AirAsia,Mumbai,2,Kolkata,35.0,28.07,14,1,750,21-40 días
Vistara,Mumbai,1,Kolkata,15.0,492.08,14,0,619,11-20 días
Vistara,Bangalore,1,Chennai,20.0,64.09,22,1,765,11-20 días
Vistara,Chennai,1,Mumbai,12.0,109.54,22,1,1320,11-20 días
Air_India,Mumbai,1,Hyderabad,46.0,452.18,18,0,840,40+ días
Indigo,Mumbai,1,Kolkata,20.0,65.42,6,1,424,11-20 días
GO_FIRST,Mumbai,1,Bangalore,14.0,50.49,14,1,475,11-20 días
Vistara,Mumbai,1,Hyderabad,29.0,676.07,18,0,1009,21-40 días
Vistara,Hyderabad,1,Kolkata,26.0,58.98,14,1,1150,21-40 días
Air_India,Mumbai,1,Chennai,10.0,91.05,6,1,660,4-10 días
SpiceJet,Kolkata,1,Delhi,35.0,62.29,18,1,1480,21-40 días
Vistara,Delhi,1,Kolkata,14.0,648.47,22,0,709,11-20 días
Air_India,Delhi,1,Hyderabad,29.0,41.65,9,1,655,21-40 días
Air_India,Bangalore,0,Mumbai,32.0,21.85,18,1,115,21-40 días
Air_India,Delhi,1,Kolkata,33.0,78.09,22,1,1219,21-40 días
Vistara,Hyderabad,1,Delhi,11.0,594.82,22,0,904,11-20 días
Air_India,Delhi,0,Chennai,3.0,314.62,18,0,165,0-3 días
Vistara,Delhi,1,Kolkata,13.0,128.55,18,1,1444,11-20 días
Vistara,Mumbai,1,Kolkata,46.0,58.87,18,1,829,40+ días
Vistara,Bangalore,1,Kolkata,39.0,80.28,9,1,780,21-40 días
AirAsia,Kolkata,1,Delhi,49.0,29.83,9,1,349,40+ días
Vistara,Delhi,1,Mumbai,45.0,49.88,18,1,784,40+ días
Air_India,Hyderabad,1,Kolkata,39.0,511.69,22,0,1060,21-40 días
Vistara,Kolkata,1,Chennai,41.0,677.03,18,0,910,40+ días
SpiceJet,Kolkata,1,Delhi,16.0,50.67,6,1,739,11-20 días
Air_India,Delhi,1,Mumbai,28.0,49.74,18,1,1365,21-40 días
AirAsia,Delhi,1,Kolkata,28.0,39.89,18,1,1015,21-40 días
Air_India,Mumbai,1,Bangalore,23.0,60.19,14,1,1039,21-40 días
Air_India,Delhi,1,Kolkata,17.0,52.21,6,1,1000,11-20 días
Air_India,Kolkata,1,Delhi,32.0,434.53,18,0,1680,21-40 días
SpiceJet,Delhi,1,Bangalore,10.0,123.35,18,1,1384,4-10 días
Vistara,Bangalore,1,Hyderabad,40.0,52.67,9,1,1339,21-40 días
Vistara,Kolkata,1,Mumbai,30.0,60.04,18,1,1215,21-40 días
Air_India,Kolkata,1,Delhi,41.0,50.4,9,1,735,40+ días
Vistara,Delhi,1,Bangalore,27.0,44.49,9,1,555,21-40 días
Vistara,Mumbai,2,Chennai,11.0,151.29,9,1,675,11-20 días
Vistara,Chennai,1,Mumbai,9.0,182.79,9,1,600,4-10 días
Vistara,Bangalore,1,Hyderabad,44.0,559.99,6,0,715,40+ días
Vistara,Hyderabad,1,Chennai,29.0,87.85,22,1,1420,21-40 días
GO_FIRST,Delhi,1,Kolkata,1.0,148.5,14,1,514,0-3 días
Indigo,Chennai,0,Bangalore,7.0,33.27,22,1,70,4-10 días
Vistara,Bangalore,1,Mumbai,46.0,65.0,9,1,739,40+ días
Vistara,Mumbai,0,Chennai,45.0,236.49,22,0,124,40+ días
Indigo,Kolkata,1,Bangalore,30.0,56.84,6,1,390,21-40 días
Air_India,Mumbai,1,Kolkata,23.0,492.08,14,0,1045,21-40 días
Vistara,Chennai,1,Kolkata,49.0,70.07,6,1,595,40+ días
Vistara,Mumbai,0,Delhi,15.0,23.15,9,1,135,11-20 días
Air_India,Delhi,1,Kolkata,30.0,440.15,9,0,415,21-40 días
Air_India,Mumbai,1,Kolkata,43.0,492.08,9,0,550,40+ días
SpiceJet,Delhi,1,Bangalore,49.0,66.71,9,1,625,40+ días
Vistara,Chennai,1,Mumbai,13.0,490.38,6,0,574,11-20 días
Vistara,Bangalore,1,Chennai,27.0,46.23,18,1,775,21-40 días
Indigo,Bangalore,1,Delhi,42.0,40.29,6,1,540,40+ días
Air_India,Mumbai,1,Hyderabad,45.0,33.67,6,1,915,40+ días
Vistara,Bangalore,1,Kolkata,39.0,512.78,6,0,610,21-40 días
Vistara,Delhi,1,Mumbai,19.0,49.88,18,1,945,11-20 días
SpiceJet,Chennai,0,Bangalore,44.0,14.29,9,1,79,40+ días
Vistara,Delhi,1,Kolkata,40.0,71.46,9,1,664,21-40 días
Air_India,Hyderabad,1,Chennai,35.0,485.32,9,0,469,21-40 días
GO_FIRST,Mumbai,1,Kolkata,38.0,57.57,9,1,709,21-40 días
Vistara,Kolkata,1,Mumbai,36.0,60.04,22,1,970,21-40 días
Air_India,Bangalore,1,Mumbai,17.0,65.1,6,1,829,11-20 días
Air_India,Delhi,1,Bangalore,49.0,55.65,18,1,480,40+ días
SpiceJet,Chennai,1,Delhi,49.0,50.47,6,1,904,40+ días
Air_India,Mumbai,1,Bangalore,2.0,585.73,18,0,895,0-3 días
Indigo,Bangalore,1,Delhi,23.0,33.37,18,1,379,21-40 días
Air_India,Bangalore,1,Delhi,39.0,47.67,6,1,889,21-40 días
Air_India,Kolkata,1,Delhi,43.0,531.84,18,0,1050,40+ días
SpiceJet,Chennai,1,Delhi,36.0,47.77,6,1,1630,21-40 días
GO_FIRST,Mumbai,1,Kolkata,38.0,49.09,14,1,465,21-40 días
Vistara,Bangalore,1,Delhi,36.0,40.68,9,1,334,21-40 días
Vistara,Bangalore,1,Chennai,44.0,60.97,22,1,765,40+ días
Vistara,Bangalore,1,Mumbai,22.0,65.0,6,1,889,21-40 días
Air_India,Bangalore,1,Mumbai,31.0,541.15,9,0,574,21-40 días
Air_India,Hyderabad,1,Delhi,46.0,53.54,18,1,975,40+ días
Air_India,Delhi,1,Hyderabad,26.0,58.88,18,1,1540,21-40 días
Indigo,Kolkata,0,Bangalore,23.0,44.06,9,1,169,21-40 días
Air_India,Delhi,1,Mumbai,31.0,99.45,9,1,690,21-40 días
Vistara,Kolkata,2,Bangalore,48.0,100.13,6,1,529,40+ días
Air_India,Bangalore,1,Delhi,25.0,420.79,6,0,820,21-40 días
Vistara,Hyderabad,1,Kolkata,29.0,612.55,14,0,1210,21-40 días
Vistara,Delhi,0,Mumbai,7.0,59.97,18,1,135,4-10 días
Air_India,Mumbai,1,Bangalore,44.0,64.34,22,1,1354,40+ días
Vistara,Hyderabad,1,Delhi,34.0,614.22,9,0,730,21-40 días
Vistara,Bangalore,1,Chennai,38.0,64.42,6,1,559,21-40 días
Indigo,Delhi,1,Chennai,3.0,97.84,14,1,550,0-3 días
AirAsia,Delhi,1,Chennai,49.0,19.77,6,1,510,40+ días
Air_India,Bangalore,1,Chennai,17.0,67.93,14,1,1174,11-20 días
Air_India,Bangalore,1,Hyderabad,38.0,61.36,22,1,895,21-40 días
Vistara,Bangalore,1,Kolkata,3.0,140.03,6,1,664,0-3 días
GO_FIRST,Mumbai,0,Delhi,25.0,23.15,9,1,135,21-40 días
Air_India,Chennai,1,Kolkata,12.0,127.84,22,1,1369,11-20 días
Air_India,Kolkata,1,Mumbai,38.0,67.15,22,1,1615,21-40 días
Vistara,Delhi,1,Chennai,16.0,518.47,9,0,685,11-20 días
Air_India,Mumbai,0,Delhi,22.0,219.1,6,0,135,21-40 días
Indigo,Kolkata,1,Hyderabad,33.0,24.11,9,1,525,21-40 días
Vistara,Kolkata,1,Hyderabad,37.0,516.32,18,0,1690,21-40 días
Vistara,Bangalore,1,Mumbai,46.0,65.0,6,1,510,40+ días
Vistara,Kolkata,0,Delhi,34.0,282.13,18,0,145,21-40 días
Indigo,Bangalore,0,Hyderabad,28.0,16.96,18,1,90,21-40 días
Indigo,Chennai,1,Hyderabad,10.0,102.79,9,1,379,4-10 días
Vistara,Mumbai,1,Hyderabad,17.0,32.99,18,1,1545,11-20 días
Vistara,Bangalore,1,Chennai,2.0,711.18,6,0,945,0-3 días
Indigo,Kolkata,1,Hyderabad,36.0,42.09,14,1,270,21-40 días
Vistara,Chennai,1,Kolkata,15.0,687.66,18,0,1585,11-20 días
Vistara,Mumbai,1,Hyderabad,24.0,32.99,18,1,1545,21-40 días
Vistara,Bangalore,1,Delhi,9.0,106.32,6,1,784,4-10 días
GO_FIRST,Delhi,1,Chennai,15.0,48.45,18,1,319,11-20 días
GO_FIRST,Kolkata,0,Mumbai,30.0,44.52,14,1,169,21-40 días
Vistara,Kolkata,1,Hyderabad,13.0,516.32,6,0,765,11-20 días
Indigo,Delhi,1,Chennai,44.0,20.29,22,1,520,40+ días
Indigo,Kolkata,1,Mumbai,13.0,78.76,22,1,505,11-20 días
Vistara,Kolkata,1,Mumbai,37.0,60.04,22,1,910,21-40 días
Vistara,Bangalore,1,Mumbai,22.0,541.15,6,0,889,21-40 días
Vistara,Delhi,1,Kolkata,49.0,670.64,18,0,885,40+ días
Vistara,Delhi,1,Mumbai,21.0,62.31,18,1,349,21-40 días
Vistara,Bangalore,1,Kolkata,3.0,157.24,18,1,835,0-3 días
Vistara,Bangalore,1,Chennai,18.0,64.42,6,1,559,11-20 días
Indigo,Bangalore,0,Chennai,12.0,34.62,9,1,70,11-20 días
Vistara,Chennai,1,Bangalore,16.0,596.33,9,0,484,11-20 días
Air_India,Delhi,1,Mumbai,17.0,584.19,6,0,795,11-20 días
GO_FIRST,Bangalore,1,Delhi,48.0,65.28,14,1,634,40+ días
Vistara,Chennai,1,Mumbai,29.0,612.3,6,0,645,21-40 días
Vistara,Hyderabad,1,Bangalore,15.0,102.41,22,1,724,11-20 días
Vistara,Kolkata,2,Hyderabad,39.0,81.35,9,1,570,21-40 días
Air_India,Hyderabad,1,Kolkata,8.0,511.69,22,0,1530,4-10 días
Air_India,Delhi,1,Mumbai,48.0,504.39,22,0,1225,40+ días
Air_India,Hyderabad,0,Delhi,12.0,64.85,9,1,150,11-20 días
Vistara,Bangalore,1,Kolkata,14.0,124.14,18,1,835,11-20 días
Vistara,Mumbai,0,Bangalore,13.0,204.69,14,0,105,11-20 días
Vistara,Kolkata,1,Mumbai,20.0,619.4,22,0,690,11-20 días
Air_India,Kolkata,1,Bangalore,42.0,603.44,22,0,960,40+ días
Air_India,Hyderabad,1,Delhi,30.0,36.9,6,1,1000,21-40 días
Vistara,Hyderabad,1,Bangalore,20.0,63.94,6,1,814,11-20 días
Air_India,Kolkata,1,Hyderabad,40.0,515.22,14,0,1140,21-40 días
Indigo,Kolkata,1,Delhi,49.0,55.77,14,1,424,40+ días
Indigo,Bangalore,1,Kolkata,15.0,126.58,14,1,574,11-20 días
Vistara,Hyderabad,1,Kolkata,42.0,483.43,22,0,724,40+ días
Vistara,Mumbai,1,Kolkata,19.0,58.87,22,1,700,11-20 días
Vistara,Mumbai,1,Delhi,32.0,51.78,18,1,1219,21-40 días
Air_India,Kolkata,1,Mumbai,18.0,497.48,14,0,1399,11-20 días
Vistara,Bangalore,1,Mumbai,33.0,47.42,18,1,184,21-40 días
Vistara,Mumbai,1,Delhi,38.0,54.89,9,1,295,21-40 días
Air_India,Mumbai,1,Chennai,4.0,153.37,6,1,810,4-10 días
Vistara,Chennai,1,Delhi,28.0,674.04,14,0,565,21-40 días
Indigo,Bangalore,1,Delhi,32.0,32.02,22,1,490,21-40 días
Vistara,Kolkata,1,Bangalore,12.0,120.39,18,1,855,11-20 días
Vistara,Mumbai,1,Kolkata,39.0,70.85,6,1,915,21-40 días
Indigo,Chennai,1,Kolkata,24.0,77.02,18,1,550,21-40 días
Indigo,Kolkata,1,Chennai,37.0,49.08,9,1,400,21-40 días
Vistara,Mumbai,1,Chennai,42.0,612.89,14,0,484,40+ días
GO_FIRST,Bangalore,1,Mumbai,29.0,72.95,18,1,829,21-40 días
Air_India,Bangalore,1,Hyderabad,3.0,569.97,18,0,1084,0-3 días
Vistara,Bangalore,1,Delhi,15.0,498.37,18,0,850,11-20 días
Vistara,Kolkata,1,Delhi,6.0,653.76,9,0,460,4-10 días
Indigo,Delhi,1,Kolkata,10.0,68.81,9,1,315,4-10 días
AirAsia,Kolkata,1,Bangalore,34.0,38.22,6,1,844,21-40 días
Vistara,Delhi,1,Bangalore,8.0,105.69,14,1,295,4-10 días
AirAsia,Hyderabad,1,Delhi,14.0,60.67,9,1,709,11-20 días
Air_India,Delhi,0,Bangalore,42.0,43.81,9,1,165,40+ días
GO_FIRST,Delhi,1,Chennai,38.0,48.45,18,1,880,21-40 días
Air_India,Hyderabad,1,Delhi,21.0,40.02,6,1,799,21-40 días
Vistara,Delhi,0,Chennai,30.0,275.74,14,0,169,21-40 días
Vistara,Chennai,1,Mumbai,21.0,612.3,6,0,1015,21-40 días
Vistara,Kolkata,1,Bangalore,19.0,517.43,18,0,855,11-20 días
Air_India,Mumbai,1,Chennai,46.0,36.06,18,1,1204,40+ días
Vistara,Bangalore,1,Chennai,37.0,438.19,9,0,1459,21-40 días
Air_India,Bangalore,1,Mumbai,7.0,79.83,18,1,799,4-10 días
AirAsia,Bangalore,1,Kolkata,34.0,33.58,18,1,600,21-40 días
AirAsia,Mumbai,1,Bangalore,16.0,20.52,22,1,705,11-20 días
Air_India,Kolkata,0,Chennai,14.0,203.92,14,0,145,11-20 días
Vistara,Delhi,1,Chennai,26.0,50.45,18,1,960,21-40 días
Air_India,Delhi,1,Hyderabad,36.0,59.27,6,1,700,21-40 días
GO_FIRST,Kolkata,2,Chennai,25.0,147.06,18,1,525,21-40 días
Vistara,Mumbai,1,Hyderabad,35.0,575.21,9,0,480,21-40 días
Air_India,Mumbai,1,Delhi,2.0,132.59,6,1,1624,0-3 días
Vistara,Delhi,2,Chennai,49.0,75.31,18,1,1849,40+ días
Air_India,Kolkata,1,Mumbai,42.0,88.45,22,1,1630,40+ días
Vistara,Mumbai,0,Delhi,6.0,460.72,18,0,130,4-10 días
Air_India,Mumbai,1,Kolkata,8.0,118.82,9,1,2044,4-10 días
AirAsia,Delhi,2,Bangalore,22.0,51.66,14,1,655,21-40 días
SpiceJet,Mumbai,1,Kolkata,17.0,52.34,9,1,1369,11-20 días
Indigo,Delhi,1,Kolkata,8.0,58.93,6,1,330,4-10 días
Air_India,Hyderabad,1,Mumbai,21.0,454.06,22,0,735,21-40 días
Indigo,Hyderabad,0,Delhi,45.0,31.58,22,1,145,40+ días
Air_India,Delhi,1,Mumbai,21.0,61.17,18,1,915,21-40 días
Vistara,Chennai,1,Bangalore,46.0,596.33,22,0,885,40+ días
Indigo,Hyderabad,1,Chennai,35.0,42.23,6,1,450,21-40 días
Air_India,Mumbai,1,Bangalore,41.0,540.4,6,0,550,40+ días
Vistara,Chennai,2,Hyderabad,48.0,59.69,9,1,1324,40+ días
Air_India,Delhi,1,Hyderabad,46.0,41.65,9,1,705,40+ días
Air_India,Delhi,1,Hyderabad,13.0,100.49,6,1,874,11-20 días
Vistara,Bangalore,1,Delhi,47.0,40.68,18,1,345,40+ días
Air_India,Bangalore,1,Chennai,39.0,63.77,14,1,1174,21-40 días
Vistara,Hyderabad,1,Chennai,16.0,101.19,22,1,1185,11-20 días
Air_India,Hyderabad,1,Delhi,24.0,390.88,22,0,750,21-40 días
Air_India,Chennai,1,Hyderabad,47.0,508.11,9,0,1384,40+ días
Vistara,Bangalore,1,Kolkata,26.0,672.38,22,0,1255,21-40 días
Air_India,Hyderabad,1,Chennai,28.0,41.85,22,1,1330,21-40 días
Air_India,Mumbai,1,Chennai,21.0,490.97,14,0,480,21-40 días
Vistara,Bangalore,1,Delhi,32.0,564.87,18,0,960,21-40 días
GO_FIRST,Delhi,1,Mumbai,23.0,55.26,6,1,480,21-40 días
Indigo,Mumbai,1,Bangalore,17.0,45.86,14,1,480,11-20 días
Vistara,Mumbai,1,Bangalore,49.0,662.32,22,0,724,40+ días
Air_India,Delhi,0,Bangalore,6.0,73.48,18,1,165,4-10 días
Indigo,Delhi,1,Chennai,43.0,33.54,14,1,550,40+ días
GO_FIRST,Mumbai,1,Delhi,24.0,55.11,9,1,570,21-40 días
Air_India,Kolkata,1,Chennai,13.0,137.99,22,1,1350,11-20 días
AirAsia,Mumbai,1,Chennai,15.0,58.77,22,1,670,11-20 días
Air_India,Bangalore,1,Kolkata,3.0,163.51,22,1,1174,0-3 días
Vistara,Delhi,1,Mumbai,35.0,526.11,9,0,765,21-40 días
Vistara,Kolkata,1,Chennai,15.0,112.18,18,1,915,11-20 días
Vistara,Kolkata,1,Bangalore,48.0,603.44,18,0,964,40+ días
Indigo,Kolkata,1,Hyderabad,35.0,41.05,9,1,304,21-40 días
Vistara,Chennai,1,Kolkata,10.0,129.86,22,1,750,4-10 días
Air_India,Delhi,1,Hyderabad,41.0,389.12,9,0,1335,40+ días
Vistara,Mumbai,1,Bangalore,14.0,617.99,6,0,835,11-20 días
Air_India,Mumbai,1,Delhi,22.0,44.18,18,1,844,21-40 días
Vistara,Mumbai,1,Chennai,9.0,635.06,9,0,454,4-10 días
Indigo,Mumbai,0,Chennai,40.0,29.69,14,1,115,21-40 días
Air_India,Delhi,1,Chennai,48.0,39.47,14,1,970,40+ días
Vistara,Mumbai,1,Hyderabad,17.0,653.9,22,0,1204,11-20 días
Air_India,Delhi,0,Hyderabad,7.0,236.95,18,0,124,4-10 días
Vistara,Hyderabad,1,Mumbai,8.0,112.01,6,1,580,4-10 días
SpiceJet,Hyderabad,1,Kolkata,14.0,52.37,6,1,810,11-20 días
AirAsia,Kolkata,0,Bangalore,4.0,64.23,9,1,160,4-10 días
Air_India,Bangalore,1,Kolkata,30.0,54.78,6,1,1564,21-40 días
AirAsia,Bangalore,1,Kolkata,45.0,33.58,22,1,540,40+ días
Vistara,Delhi,1,Hyderabad,27.0,533.76,6,0,285,21-40 días
Air_India,Chennai,1,Mumbai,22.0,46.23,18,1,1030,21-40 días
Vistara,Delhi,1,Bangalore,35.0,445.65,18,0,1504,21-40 días
Vistara,Bangalore,1,Mumbai,38.0,67.27,6,1,889,21-40 días
Vistara,Delhi,1,Hyderabad,33.0,511.59,14,0,979,21-40 días
Air_India,Delhi,1,Kolkata,37.0,35.72,22,1,640,21-40 días
Vistara,Delhi,1,Mumbai,42.0,408.52,14,0,1155,40+ días
Vistara,Mumbai,1,Kolkata,35.0,64.56,18,1,1504,21-40 días
